GPS_LAT,GPS_LONG,FILTERED_LAT,FILTERED_LONG,IMU_LAT,IMU_LONG,YAW_FILTERED_DEG
15.371555,75.11831416666666,15.371555005575264,75.11831417530891,15.371555118753001,75.1183143507466,0.6845145038168025
15.3715475,75.118315,15.37155089852229,75.11831480177244,15.371555356983986,75.1183147082972,-7.662452915499051
15.371539166666668,75.11832083333333,15.371544627588166,75.11831829489898,15.371555756099866,75.11831530196469,-43.05940273376469
15.371532833333331,75.11833,15.371537160411082,75.11832550183559,15.371556543231627,75.11831608670558,-112.09910558296127
15.371526166666667,75.11834,15.371528577706306,75.11833514879972,15.371557664566991,75.1183169135323,-185.35242440478976
15.3715165,75.11834916666666,15.371518614376535,75.1183450440461,15.371558690226633,75.11831750365697,121.21898736256668
15.371508166666668,75.118356,15.371509124642396,75.11835376510153,15.371559651620977,75.11831818174095,99.42745646484452
15.371499833333331,75.118362,15.371500202916854,75.11836141959277,15.371560589538634,75.11831896886846,91.26698084120102
15.3714875,75.11836583333333,15.371489582067271,75.11836765069363,15.371561413907278,75.11831970395822,74.55232687414569
15.371475666666669,75.11836733333334,15.371478305441121,75.11837204800393,15.371562067911157,75.11832043346602,61.52483885930926
15.371464,75.11836916666667,15.371466757620547,75.11837545722075,15.371562570417245,75.11832136186983,48.33455080980871
15.371452333333334,75.11837233333334,15.371454889669069,75.11837869146508,15.371562894599384,75.11832221286792,37.38386808910184
15.3714405,75.11837583333333,15.371442747169812,75.1183819645693,15.371562999602473,75.11832307970657,27.068183257836367
15.371431333333334,75.11838066666667,15.371431692073608,75.1183857042684,15.371563006110495,75.11832406832617,24.525430534699275
15.3714255,75.1183815,15.371422914172593,75.11838834530279,15.371563029467175,75.11832509996387,39.53182154137659
15.371418333333333,75.118382,15.371415051810231,75.1183901252916,15.371563152023821,75.118326221703,50.36995635070189
15.371414666666666,75.11839,15.371409232581648,75.11839381332834,15.371563359945869,75.1183274898885,71.52833257971011
15.371416166666666,75.118403,15.371406629996851,75.11840036197661,15.371563604863923,75.11832888028461,105.57942817567984
15.3714215,75.11841666666666,15.371407363378868,75.11840900603964,15.371563807922062,75.1183303926104,144.65970186210657
15.3714295,75.118427,15.371411118310244,75.11841784188077,15.371563971386784,75.11833210957282,186.6313476991686
15.371437833333331,75.11843633333334,15.37141653985641,75.11842655869852,15.371564187308195,75.11833400071919,-135.8667989006335
15.371445666666666,75.1184435,15.371422887552757,75.11843490583328,15.37156452351699,75.11833587900661,-107.85424980161348
15.371447833333333,75.118447,15.371428315970963,75.11844181034027,15.371564827665452,75.11833763120701,-83.15096172957082
15.371444166666668,75.11845433333333,15.371431084154876,75.11844899477245,15.371565205285416,75.11833931616678,-72.69381647425837
15.371442166666666,75.11846316666667,15.371432575864732,75.11845693298744,15.371565800933736,75.11834096219341,-68.61217309506709
15.371442,75.11846933333334,15.371433757862022,75.11846452409254,15.371566607554016,75.11834265599744,-65.22088963266441
15.371444833333332,75.11847616666667,15.371435662363526,75.11847201456865,15.371567596780622,75.11834448852002,-59.669871658795735
15.371445,75.11848066666667,15.371437241917972,75.11847857117634,15.371568564354314,75.11834645889707,-50.97188384240242
15.371443833333334,75.11847816666666,15.371438233871096,75.11848225998489,15.371569449656672,75.11834859333602,-37.31431452655272
15.371443166666667,75.11847716666666,15.371438851067552,75.11848444076107,15.371570148524057,75.1183508262637,-24.850371785360934
15.371441166666669,75.11847716666666,15.3714387392898,75.11848601779393,15.371570849024863,75.11835313137567,-16.653517872003647
15.371443666666666,75.11848333333333,15.371439576738918,75.11848895663594,15.371571558586336,75.11835548295788,-9.223526211693299
15.371448833333334,75.11849083333334,15.371441989743396,75.11849326708064,15.371572233286109,75.11835788152902,1.2924725786825242
15.371451666666667,75.11849633333334,15.37144477268705,75.11849799703538,15.371572916960138,75.11836035434976,7.682338533675336
15.371453,75.11850316666667,15.371447306910735,75.11850347927579,15.371573581131067,75.11836299026409,13.101326310860737
15.371448166666667,75.11851433333334,15.371447596677639,75.11851071111312,15.371574350279822,75.11836572562899,10.609222483029164
15.371442166666666,75.11852366666666,15.37144574425147,75.11851865070074,15.371575132218833,75.11836848580465,5.417954743225618
15.371440666666668,75.11853583333334,15.371443872702384,75.1185279991163,15.371575875013455,75.11837128279991,-1.6544315992343346
15.37144,75.11853583333334,15.37144246466668,75.11853463204721,15.371576776806519,75.11837419046776,-5.288276865715268
15.371439166666669,75.11853533333333,15.371441264244769,75.11853921456922,15.371577689890003,75.11837723738071,-5.5585600975432214
15.371439833333334,75.11853633333334,15.371440761618087,75.11854280690117,15.371578632499736,75.11838053714541,-3.51897509092702
15.371438333333334,75.11854333333333,15.371439840836283,75.11854738501431,15.371579473788808,75.11838383764953,-1.833626906517326
15.371440666666668,75.118555,15.371439842609055,75.11855419594134,15.371580117405484,75.11838729396867,1.090505135108871
15.3714435,75.11857083333334,15.371440680598667,75.11856381844866,15.371580612049998,75.11839081518076,4.56860667002723
15.371446666666667,75.118585,15.371442382548993,75.11857490258222,15.37158109365156,75.11839435654095,11.369199980190475
15.371449833333331,75.11860016666667,15.371444714269963,75.11858739277496,15.371581553537906,75.11839796943238,17.707055217456066
15.371453,75.1186115,15.3714475718832,75.1185997672937,15.371582046289753,75.11840173613574,24.34828590929993
15.371454833333331,75.11862233333333,15.371450353083025,75.11861186008804,15.371582639443712,75.1184056630298,31.80194779952803
15.371457166666668,75.1186315,15.371453228907734,75.1186231699192,15.371583389918086,75.118409721376,37.92094073616964
15.371459666666668,75.11864183333333,15.371456092379582,75.11863416230106,15.371584299429424,75.11841373619006,40.93797139201348
15.3714625,75.11865466666667,15.37145902209762,75.11864583584318,15.371585246893902,75.1184178640088,43.788719739266824
15.3714655,75.11866733333333,15.371462110137255,75.11865798585377,15.371586269691283,75.1184221934236,43.287391181505654
15.371469333333334,75.1186805,15.37146547719049,75.11867059666388,15.371587329351776,75.11842658670649,40.3912581706787
15.371473666666668,75.11869333333334,15.371469199698083,75.11868347388592,15.371588377607518,75.11843106755173,37.393361192120196
15.3714795,75.1187075,15.371473693648419,75.11869675232673,15.371589647444827,75.11843550398514,33.672027053954245
15.371487166666666,75.1187215,15.371479291511186,75.11871047824562,15.371590904737138,75.11844008635175,29.408612827508172
15.371492666666668,75.1187355,15.37148489703235,75.11872457911159,15.371592039891079,75.11844475906553,26.163354580898453
15.371498333333331,75.11874933333333,15.371490536242069,75.11873882814785,15.371593038338297,75.11844945718886,25.19986165310142
15.371501166666668,75.11876516666666,15.371495409791272,75.11875382983709,15.37159405786999,75.11845429988024,17.62960725467465
15.371505833333334,75.1187815,15.371500215967039,75.11876956724288,15.37159494670286,75.11845931076355,11.688632609426584
15.371515333333331,75.11879666666667,15.371506459777533,75.11878524761669,15.371595659941411,75.11846430445458,8.469328827984162
15.371524,75.11880966666666,15.371513552111255,75.1188002421063,15.371596170239354,75.1184693221325,8.726196385509315
15.371531,75.11882183333333,15.371520766995323,75.11881454906487,15.371596475269703,75.11847437968902,14.52559671336116
15.371533833333334,75.11883583333334,15.371526682754542,75.11882892585507,15.371596599921455,75.1184793563322,16.83873546283732
15.371533333333334,75.11884933333333,15.371530551471773,75.11884328399285,15.371596478000523,75.11848430771647,13.957378500312945
15.371534333333331,75.11886316666667,15.371533534221598,75.11885765587485,15.371596249046586,75.11848930456497,11.694588510282307
15.3715385,75.118877,15.371536812668793,75.11887195025886,15.371595858232235,75.11849416876878,12.22496214277533
15.371542,75.118891,15.371540243893206,75.11888629282892,15.371595438911136,75.1184990831514,10.643032551459127
15.371543,75.11890483333333,15.371543013025866,75.11890063646226,15.37159501603777,75.11850416265821,8.763153215200804
15.371546833333332,75.11891866666667,15.3715462105971,75.11891508355802,15.371594465265266,75.11850950134831,10.253410932664872
15.371553166666668,75.11893283333333,15.37155049308246,75.11892963001199,15.371593807458252,75.11851495339256,9.906011058944987
15.371559666666666,75.11894666666667,15.371555687828389,75.11894412729306,15.371593106410367,75.1185205829923,12.347879805181298
15.3715645,75.118959,15.37156104968087,75.11895811766203,15.371592400784223,75.11852652139828,15.464153250672958
15.371570333333333,75.1189735,15.371566770597143,75.11897228257614,15.371591718361593,75.11853257792224,16.01667520899991
15.3715745,75.11898733333334,15.371572098046624,75.11898647528652,15.371590876711483,75.11853876005922,19.546100631010923
15.371576833333334,75.11900183333333,15.37157655375925,75.1190008610484,15.371589952718338,75.11854510921081,18.078873518235575
15.371578,75.119015,15.371579851026437,75.11901493138642,15.371588968285264,75.1185514279503,19.800272942701703
15.371574833333334,75.11902916666666,15.371580730928018,75.11902903703958,15.371587942582476,75.11855754461105,18.023620374027637
15.371562833333334,75.11904066666666,15.371576910627168,75.1190423904383,15.371586821040946,75.11856345994332,6.665628067975412
15.371548166666669,75.11904516666667,15.371569049370649,75.11905295513054,15.371585699954938,75.11856927665036,-9.964819858129651
15.371533833333334,75.119048,15.37155875780784,75.1190610312378,15.371584776218354,75.11857526192236,-28.483024368942253
15.37152,75.119051,15.371546712107358,75.11906731366665,15.371583759558865,75.11858103883513,-46.583466910888234
15.371507166666667,75.119055,15.371534008970288,75.11907272041381,15.371582759997796,75.11858687409214,-65.82778945879144
15.371495333333334,75.1190575,15.371521050913818,75.11907682680774,15.371581516965726,75.11859253796361,-78.11563774636097
15.371483166666666,75.11905816666666,15.371507959147468,75.11907955239029,15.371580141033894,75.11859823298389,-90.22209420760646
15.371470166666668,75.11906083333334,15.37149449610053,75.11908193818435,15.37157870120942,75.11860406380583,-102.17211334674153
15.371457,75.11906266666666,15.371480658405462,75.11908385695467,15.371577259122827,75.11861011623115,-109.78159390398416
15.371440833333333,75.11906366666666,15.371465716369558,75.11908505136752,15.3715757727994,75.11861618951595,-117.64338474720353
15.371425166666668,75.11906333333333,15.371450113820682,75.1190852730425,15.371574156459475,75.11862238320055,-129.06172952002171
15.371406333333333,75.11905866666666,15.371433156682793,75.11908354945184,15.371572545856608,75.11862864048094,-140.74281674360017
15.371390666666668,75.11905766666666,15.371416280235069,75.11908149044416,15.371570829394699,75.11863493318208,-153.32015371067334
15.371377333333331,75.1190595,15.371400184296265,75.11908017725779,15.371569084629998,75.11864130873613,-164.8598281253229
15.3713635,75.11906133333333,15.371384603843707,75.11907941574485,15.371567191955801,75.1186477259573,-176.67114687970357
15.371350333333334,75.11906583333334,15.371369490870011,75.11907996655141,15.37156530927845,75.1186542742509,-185.06784292587668
15.371338166666666,75.11907,15.371355083841024,75.11908144794047,15.371563389040253,75.11866081109773,174.66225631800003
15.371325166666669,75.1190715,15.37134101595455,75.11908267177063,15.371561254692098,75.11866746594052,169.10972065973326
15.371312333333334,75.1190715,15.371327309399184,75.11908342506493,15.371558869297807,75.11867402403166,167.7338112437061
15.371300833333333,75.11907516666666,15.371314127024592,75.11908484980357,15.371556349825054,75.11868067502186,168.6491874598998
15.371289666666666,75.11907966666666,15.37130141814182,75.11908688121245,15.371553637737726,75.11868756446977,174.6882740801428
15.371278833333331,75.11908433333333,15.371289366976537,75.11908975808731,15.371550574990234,75.11869405446953,180.71828094340856
15.3712675,75.11908866666667,15.37127746415874,75.11909275487042,15.371547265603375,75.11870066044278,184.39679875892938
15.3712545,75.11909333333334,15.37126515562179,75.11909604086996,15.371543751657917,75.11870718195331,-170.83730686715882
15.371240833333331,75.119101,15.371252393257524,75.11910052446439,15.371540106827942,75.11871348564414,-165.7805140461754
15.371227333333334,75.11910783333333,15.371239348819863,75.11910549336085,15.371536247895971,75.1187197786416,-160.74072205730204
15.371215166666667,75.11911583333334,15.371226562747363,75.1191113750624,15.371532277484611,75.11872589886865,-158.68715887170936
15.371209166666668,75.11911666666667,15.371215706508952,75.11911563353749,15.37152817667992,75.11873203512354,-157.97382994248332
15.371204666666667,75.11911166666667,15.37120657686915,75.11911673861736,15.37152391872889,75.11873824349064,-153.7962750632426
15.371197333333331,75.119105,15.371197742079797,75.11911495007801,15.371519518038623,75.11874453467831,-145.03232181179763
15.371191333333334,75.11909383333334,15.37118943190686,75.1191097525952,15.371515089507875,75.11875085588834,-134.0563250554641
15.371187,75.11907983333333,15.371182070753497,75.11910122747243,15.371510508741522,75.11875714054955,-120.07968688209871
15.371182,75.11906566666667,15.371175166653403,75.11909037229867,15.371505822852289,75.1187634210929,-100.22848923354162
15.3711755,75.11905566666667,15.37116834635104,75.11907915313702,15.371500910073138,75.11876946093705,-81.95759659485019
15.371170333333334,75.11904833333334,15.371161905600975,75.11906870056269,15.371495742295723,75.11877545944186,-72.20421876227213
15.371166833333334,75.11904,15.371156346262273,75.11905884091553,15.371490499811,75.11878165514514,-66.75117703784058
15.3711615,75.1190305,15.371150932609352,75.119048858467,15.37148512073839,75.11878784935386,-62.838077797320786
15.371156833333334,75.11902166666667,15.371145762045348,75.11903900553199,15.371479446367339,75.11879413073217,-62.3820779045538
15.371152666666667,75.11900966666667,15.371140970561136,75.11902820979071,15.371473477879825,75.1188004366893,-65.51958314714074
15.371149333333332,75.11899533333333,15.371136743347728,75.11901605742571,15.37146723468896,75.11880691669798,-77.39434713414683
15.371145666666669,75.118982,15.371133054125632,75.11900312009782,15.371460916816135,75.11881342827664,-89.33691557263911
15.371142166666669,75.11896866666666,15.371129806361514,75.11898952050443,15.37145449338703,75.11881991849145,-102.0555732653928
15.371137,75.11895816666667,15.371126331568904,75.1189762549571,15.371447878754227,75.11882632541766,-110.18945470304533
15.3711345,75.11894683333334,15.371123631312537,75.11896313954891,15.371441229476234,75.11883263360856,-116.03123214856416
15.371131333333333,75.11893383333333,15.37112104651285,75.11894968271805,15.371434504551557,75.11883909847532,-128.5593068434575
